Name,rating,total_reviews,rating_normalized,reviews_normalized,score,rank
Rejo Coffee,5.0,20,1.0,0.0010999826318531813,0.7003299947895559,81
Boba & Kopi Twin,5.0,20,1.0,0.0010999826318531813,0.7003299947895559,82
Benoa Cafe and Eatery,5.0,20,1.0,0.0010999826318531813,0.7003299947895559,83
JagoAR,5.0,20,1.0,0.0010999826318531813,0.7003299947895559,84
Kopi ALAM,5.0,19,1.0,0.0010420888091240664,0.7003126266427372,85
Sarjana Rasa,5.0,19,1.0,0.0010420888091240664,0.7003126266427372,86
Garita Garden Cafe,5.0,19,1.0,0.0010420888091240664,0.7003126266427372,87
Arckoohii,5.0,19,1.0,0.0010420888091240664,0.7003126266427372,88
Bumandhala,5.0,19,1.0,0.0010420888091240664,0.7003126266427372,89
Berdikari Kedai Kopi,5.0,19,1.0,0.0010420888091240664,0.7003126266427372,90
"BF ""Gatsu""",5.0,18,1.0,0.0009841949863949517,0.7002952584959184,91
Lagi Viral,5.0,18,1.0,0.0009841949863949517,0.7002952584959184,92
TROTOAR CAFE,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,93
sekentalSTMJ.kopi,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,94
Noon Tea Bar - Plaza Malioboro,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,95
Kedai Kopiniboss,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,96
Dupak Kopi Tahlil,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,97
ATAP SENJA,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,98
Warung Selfie Kampung Warna Warni,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,99
Tuku STMJ & KETAN,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,100
Cafe Konco Lawas,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,101
STMJ RAMPAL,5.0,17,1.0,0.0009263011636658369,0.7002778903490997,102
Esonja,5.0,16,1.0,0.0008684073409367221,0.700260522202281,103
Warkop Kusam,5.0,16,1.0,0.0008684073409367221,0.700260522202281,104
Kopi Siippp Toast Tlogomas,5.0,16,1.0,0.0008684073409367221,0.700260522202281,105
STMJ DEPLOK,5.0,16,1.0,0.0008684073409367221,0.700260522202281,106
STMJ KOPI & ROTI BAKAR IDAMAN,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,107
Serlok Kopi & Freunde,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,108
STMJ srawung,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,109
Angkringan Tali Roso Cab.Suhat,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,110
Esonja,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,111
Like kopi,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,112
Warung Kopi Abah Sis,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,113
Cafe Srundeng123,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,114
WARKOP BEMO,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,115
Kamar Bersama,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,116
KEWUT STMJ,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,117
Pikabo Boba Borobudur,5.0,15,1.0,0.0008105135182076073,0.7002431540554622,118
Mice Street Cafe,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,119
Segara Merjosari - Lowokwaru,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,120
MIE BAKAR KOTA BATU,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,121
ALIF CAFE JAMU,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,122
Remen Kopi,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,123
CAFE SARANG SNACK AND CAKE,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,124
Terang Bulan & Martabak Mr.F,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,125
Sebuahceritakopi dukuh kupang,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,126
Kopi obrox,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,127
Ngelak Boba & Ice Cream Malang,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,128
Eyre Cafe,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,129
WARKOP BULBUL STMJ&KOPI,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,130
COFFE BENGKEL (NDILALAH ),5.0,14,1.0,0.0007526196954784924,0.7002257859086435,131
Warung Kopi GIRAS,5.0,14,1.0,0.0007526196954784924,0.7002257859086435,132
Ngopi'O,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,133
By Coffee Soekarno Hatta,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,134
Sure coffee malang,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,135
Koloni Tanah Tinggi,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,136
Kedai Satu Nama Ijen,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,137
Pool Coffee,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,138
Bananabis Arjosari,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,139
Warkop Kene,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,140
Gundam Spot X Cafe Rencang Nyimut,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,141
kedai kopi M2,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,142
Kedai ONG.,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,143
Kopi Tanda Sayang,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,144
KEDAI DAN SAMBELAN J & J,5.0,13,1.0,0.0006947258727493776,0.7002084177618247,145
Warkop restu ibu,5.0,12,1.0,0.0006368320500202628,0.700191049615006,146
Bikkenhaus,5.0,12,1.0,0.0006368320500202628,0.700191049615006,147
Warkop Mbokne Coffee,5.0,12,1.0,0.0006368320500202628,0.700191049615006,148
amarma.coffee,5.0,12,1.0,0.0006368320500202628,0.700191049615006,149
B COFFEE,5.0,12,1.0,0.0006368320500202628,0.700191049615006,150
payaman secangkir kopi,5.0,12,1.0,0.0006368320500202628,0.700191049615006,151
Daydream Factory,5.0,12,1.0,0.0006368320500202628,0.700191049615006,152
"Angkringan Malang Culture ""NANGKRINGO""",5.0,12,1.0,0.0006368320500202628,0.700191049615006,153
Es Teh Anak Negeri,5.0,12,1.0,0.0006368320500202628,0.700191049615006,154
BERBAGI CAFE | WHIP mie pedas | Kopi Sawojajar | Kuliner Malang,5.0,12,1.0,0.0006368320500202628,0.700191049615006,155
Ciella coffeeshop,5.0,12,1.0,0.0006368320500202628,0.700191049615006,156
ANGKRINGAN RETJEH PASURUAN,5.0,12,1.0,0.0006368320500202628,0.700191049615006,157
WARKOPKU AE,5.0,12,1.0,0.0006368320500202628,0.700191049615006,158
Darmo Park Cafe,5.0,12,1.0,0.0006368320500202628,0.700191049615006,159
Kopi Kajoe Cafe,5.0,12,1.0,0.0006368320500202628,0.700191049615006,160
Kedai Mamicu,5.0,11,1.0,0.000578938227291148,0.7001736814681873,161
Kedai Kopi Kupeh,5.0,11,1.0,0.000578938227291148,0.7001736814681873,162
HOKU Coffee & Eatery,5.0,11,1.0,0.000578938227291148,0.7001736814681873,163
WARKOP SONTOLOYO,5.0,11,1.0,0.000578938227291148,0.7001736814681873,164
Ness Coffee,5.0,11,1.0,0.000578938227291148,0.7001736814681873,165
Tepi Tengah,5.0,11,1.0,0.000578938227291148,0.7001736814681873,166
Kapan Kopi,5.0,11,1.0,0.000578938227291148,0.7001736814681873,167
Tarikmang Malang,5.0,11,1.0,0.000578938227291148,0.7001736814681873,168
Das.kopi (kopi.ketan.pecel),5.0,11,1.0,0.000578938227291148,0.7001736814681873,169
OEMAH LUMPIA LOVIN,5.0,11,1.0,0.000578938227291148,0.7001736814681873,170
Burbur Barbar,5.0,11,1.0,0.000578938227291148,0.7001736814681873,171
Omah Uti Batu,5.0,11,1.0,0.000578938227291148,0.7001736814681873,172
cafe 6nem,5.0,11,1.0,0.000578938227291148,0.7001736814681873,173
Kota kopi,5.0,11,1.0,0.000578938227291148,0.7001736814681873,174
Bakwan Mutiara Pasar Atom,5.0,11,1.0,0.000578938227291148,0.7001736814681873,175
Warkop Wak Ri,5.0,11,1.0,0.000578938227291148,0.7001736814681873,176
Es Teh Poci - Pakuwon City Mall 2,5.0,11,1.0,0.000578938227291148,0.7001736814681873,177
Nestcafe,5.0,11,1.0,0.000578938227291148,0.7001736814681873,178
Lur Coffee & Tea,5.0,11,1.0,0.000578938227291148,0.7001736814681873,179
Baru Buka Disini,5.0,11,1.0,0.000578938227291148,0.7001736814681873,180
Kios Pak Ta'in,5.0,11,1.0,0.000578938227291148,0.7001736814681873,181
Warung GANGROLAS,5.0,11,1.0,0.000578938227291148,0.7001736814681873,182
Angkringan Ashalti Candi Mendut,5.0,11,1.0,0.000578938227291148,0.7001736814681873,183
Kedai Takeaway Tenang Hati,5.0,11,1.0,0.000578938227291148,0.7001736814681873,184
Kedai Kopi Sui,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,185
MASMEN Coffee,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,186
Martabak why,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,187
THORBACCO,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,188
Sekut Drink,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,189
Warung STMJ,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,190
Omah Candi Cafe,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,191
Stasiun Corner Cafe,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,192
illy Coffee,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,193
Nasi goreng Gang meriah,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,194
Ponyo Sunrise Mojokerto,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,195
Nirahope Coffee,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,196
Omah Oma Coffee & Eatery,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,197
OMAH RAYA,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,198
Tahu sumedang,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,199
kedai CU'AN,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,200
Niff Coffee,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,201
Ayam Geprek WM Cafe,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,202
Warung RASSTA,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,203
Podomoro coffee,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,204
Kopi Pawoen,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,205
Tekongan (Teras Kopi angkringan),5.0,10,1.0,0.0005210444045620332,0.7001563133213685,206
Warkop A Three,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,207
Kedai Sinambung,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,208
TUKU NGOMBE SINGOSARI,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,209
Kopi Penceng,5.0,10,1.0,0.0005210444045620332,0.7001563133213685,210
.rute,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,211
nyam coffee,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,212
"ES KUWUT MOCKTAIL & COFFEE ""sehati20""",5.0,9,1.0,0.00046315058183291844,0.7001389451745498,213
Angkringan RM46,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,214
TMP Angkringan sniper,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,215
Boba n Co Malang,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,216
Es Kepal Warna Warni,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,217
Kopi Moe.co,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,218
STMJ SUPER,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,219
Koprasi Rakjat,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,220
Kaffee Kombi & Barbershop,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,221
Selinting Toko Tembakau dan Coffee,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,222
KOPI SAHABAT,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,223
Kedai WFH Surabaya,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,224
Es teh indonesia tunggulwulung,5.0,9,1.0,0.00046315058183291844,0.7001389451745498,225
Teiera,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,226
Charlita Homemade,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,227
ASmoro ngopi,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,228
nooneh coffee,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,229
"Waffle Kopi Dimsum ""Woufl""",5.0,8,1.0,0.00040525675910380363,0.7001215770277311,230
THE KOFFEE Surabaya,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,231
DoyanTingwe,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,232
Brotherhood Coffee,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,233
"CLASSIUS Thai Tea Chocolate & Coffee, Bendungan Sutami",5.0,8,1.0,0.00040525675910380363,0.7001215770277311,234
mimie warkop & lalapan,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,235
Sekte Kopi,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,236
Dekker Koffie Point,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,237
Oldman lawang,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,238
Warkop BulBul Anane,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,239
Ceker Garasi 88,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,240
Edam Burger,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,241
Mokko cafe,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,242
DEWI LOUNGE,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,243
Trèfo.ly Coffee,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,244
KOPIanmu,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,245
NANGKRING,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,246
Mie Gobyoss Cafe,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,247
Solid Corner,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,248
Warkop Malam K∆LINDRA,5.0,8,1.0,0.00040525675910380363,0.7001215770277311,249
Bangkit Jaya 'Mini Rest Area',5.0,8,1.0,0.00040525675910380363,0.7001215770277311,250
